'2018/05/06 22:00:34 +0900', 27.1, 41, 1010, 50.3, 49.80, 21.56, 54.716
'2018/05/06 22:30:56 +0900', 27.1, 41, 1009, 49.8, 42.23, 18.77, 54.286
'2018/05/06 23:00:13 +0900', 27.1, 41, 1009, 50.8, 40.96, 23.29, 56.087
'2018/05/06 23:30:35 +0900', 26.9, 42, 1009, 50.8, 37.93, 14.44, 50.472
'2018/05/07 00:00:59 +0900', 26.6, 43, 1009, 49.8, 42.46, 23.18, 50.278
'2018/05/07 00:30:19 +0900', 26.4, 44, 1008, 50.3, 50.59, 23.86, 53.842
'2018/05/07 01:00:33 +0900', 26.3, 44, 1008, 49.8, 50.59, 23.86, 53.842
'2018/05/07 01:30:57 +0900', 26.2, 45, 1008, 49.8, 38.50, 18.49, 60.797
'2018/05/07 02:00:15 +0900', 26.1, 44, 1007, 49.2, 51.83, 22.79, 57.165
'2018/05/07 02:30:30 +0900', 26.1, 44, 1007, 49.2, 51.83, 22.79, 57.165
'2018/05/07 03:00:57 +0900', 26.1, 45, 1007, 49.2, 51.86, 21.97, 54.676
'2018/05/07 03:30:16 +0900', 26.1, 45, 1006, 49.2, 50.72, 21.68, 54.2
'2018/05/07 04:00:31 +0900', 26.1, 45, 1006, 49.8, 50.72, 21.68, 54.2
'2018/05/07 04:30:57 +0900', 26.1, 46, 1006, 49.2, 51.74, 22.13, 58.142
'2018/05/07 05:00:17 +0900', 26.0, 46, 1006, 49.2, 51.24, 22.00, 57.956
'2018/05/07 05:30:31 +0900', 26.0, 47, 1005, 49.2, 51.24, 22.00, 57.956
'2018/05/07 06:00:57 +0900', 26.0, 47, 1005, 49.8, 51.34, 22.19, 55.636
'2018/05/07 06:30:17 +0900', 26.0, 47, 1005, 48.7, 49.16, 24.43, 50.29
'2018/05/07 07:00:32 +0900', 26.0, 47, 1005, 48.7, 49.16, 24.43, 50.29
'2018/05/07 07:30:57 +0900', 25.9, 47, 1005, 49.2, 43.62, 23.65, 55.514
'2018/05/07 08:00:16 +0900', 25.9, 48, 1005, 49.2, 51.43, 22.33, 55.462
'2018/05/07 08:30:31 +0900', 26.0, 48, 1005, 49.8, 51.43, 22.33, 55.462
'2018/05/07 09:00:54 +0900', 26.0, 48, 1004, 48.7, 39.97, 21.69, 58.048
'2018/05/07 09:30:13 +0900', 26.0, 48, 1004, 49.2, 51.74, 19.04, 56.588
'2018/05/07 10:00:39 +0900', 26.0, 48, 1004, 49.8, 51.43, 16.13, 59.201
'2018/05/07 11:00:26 +0900', 26.0, 48, 1003, 49.8, 51.02, 18.64, 57.546
'2018/05/07 11:30:53 +0900', 26.0, 48, 1003, 49.8, 52.25, 16.32, 56.712
'2018/05/07 12:00:07 +0900', 26.0, 49, 1002, 49.2, 37.95, 20.12, 56.055
'2018/05/07 12:30:34 +0900', 26.0, 49, 1001, 49.8, 50.08, 20.79, 55.728
'2018/05/07 13:00:56 +0900', 26.0, 49, 1001, 49.2, 43.36, 18.06, 53.349
'2018/05/07 13:30:15 +0900', 26.0, 49, 1001, 49.2, 51.90, 20.14, 55.097
'2018/05/07 14:00:29 +0900', 26.0, 49, 1000, 49.2, 51.90, 20.14, 55.097
'2018/05/07 14:30:55 +0900', 26.0, 50, 1000, 49.2, 48.23, 23.76, 60.504
'2018/05/07 15:00:14 +0900', 26.0, 50, 1001, 48.7, 51.95, 20.85, 58.203
'2018/05/07 15:30:29 +0900', 26.0, 50, 1001, 49.8, 51.95, 20.85, 58.203
'2018/05/07 16:00:52 +0900', 26.0, 51, 1001, 49.2, 42.38, 16.75, 59.741
'2018/05/07 16:30:11 +0900', 26.0, 51, 1001, 48.7, 47.70, 22.78, 59.719
'2018/05/07 17:00:37 +0900', 26.0, 51, 1001, 48.7, 39.46, 22.53, 57.79
'2018/05/07 18:00:20 +0900', 26.0, 52, 1002, 49.8, 50.39, 23.09, 52.847
'2018/05/07 18:30:35 +0900', 26.0, 52, 1002, 49.2, 50.39, 23.09, 52.847
'2018/05/07 19:30:19 +0900', 26.1, 53, 1003, 49.8, 40.09, 23.96, 52.825
'2018/05/07 20:00:34 +0900', 26.1, 53, 1003, 49.8, 40.09, 23.96, 52.825
'2018/05/07 20:30:59 +0900', 26.4, 57, 1003, 49.8, 51.11, 6.30, 57.792
'2018/05/07 21:00:17 +0900', 26.4, 54, 1003, 49.8, 50.95, 2.45, 56.465
'2018/05/07 21:30:31 +0900', 26.4, 56, 1003, 50.3, 50.95, 2.45, 56.465
'2018/05/07 22:00:52 +0900', 26.5, 55, 1004, 49.8, 37.13, 2.53, 56.423
'2018/05/07 22:30:11 +0900', 26.4, 55, 1004, 49.8, 50.15, 2.18, 57.003
'2018/05/07 23:00:37 +0900', 26.8, 54, 1004, 50.3, 50.64, 25.12, 53.16
'2018/05/08 00:00:18 +0900', 27.3, 52, 1004, 50.3, 50.70, 8.24, 60.98
